0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000165	0.00000000	0.00000000	0.00000046	-0.00000031	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000496	0.00000000	0.00000000	0.00000138	-0.00000092	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000991	0.00000000	0.00000000	0.00000277	-0.00000184	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00001652	0.00000000	0.00000000	0.00000461	-0.00000307	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00002476	0.00000000	0.00000000	0.00000691	-0.00000461	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00003465	0.00000000	0.00000000	0.00000967	-0.00000645	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00004618	0.00000000	0.00000000	0.00001289	-0.00000859	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00005935	0.00000000	0.00000000	0.00001657	-0.00001104	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00007416	0.00000000	0.00000000	0.00002071	-0.00001379	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00009059	0.00000000	0.00000000	0.00002530	-0.00001685	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00010866	0.00000000	0.00000000	0.00003034	-0.00002021	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00012836	0.00000000	0.00000000	0.00003585	-0.00002387	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00014969	0.00000000	0.00000000	0.00004181	-0.00002783	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00017264	0.00000000	0.00000000	0.00004822	-0.00003210	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00019721	0.00000000	0.00000000	0.00005509	-0.00003667	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00022340	0.00000000	0.00000000	0.00006241	-0.00004153	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00025121	0.00000000	0.00000000	0.00007018	-0.00004670	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00028064	0.00000000	0.00000000	0.00007841	-0.00005217	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
